# 1.7897973 
1.301875729212e+00 1.053232e-06 
1.303193628758e+00 1.186728e-06 
1.304511528304e+00 1.336078e-06 
1.305829427850e+00 1.503028e-06 
1.307147327396e+00 1.689492e-06 
1.308465226942e+00 1.897577e-06 
1.309783126488e+00 2.129594e-06 
1.311101026035e+00 2.388076e-06 
1.312418925581e+00 2.675800e-06 
1.313736825127e+00 2.995804e-06 
1.315054724673e+00 3.351407e-06 
1.316372624219e+00 3.746235e-06 
1.317690523765e+00 4.184244e-06 
1.319008423311e+00 4.669743e-06 
1.320326322857e+00 5.207427e-06 
1.321644222403e+00 5.802397e-06 
1.322962121950e+00 6.460198e-06 
1.324280021496e+00 7.186846e-06 
1.325597921042e+00 7.988862e-06 
1.326915820588e+00 8.873309e-06 
1.328233720134e+00 9.847826e-06 
1.329551619680e+00 1.092067e-05 
1.330869519226e+00 1.210075e-05 
1.332187418772e+00 1.339767e-05 
1.333505318318e+00 1.482179e-05 
1.334823217865e+00 1.638422e-05 
1.336141117411e+00 1.809695e-05 
1.337459016957e+00 1.997279e-05 
1.338776916503e+00 2.202553e-05 
1.340094816049e+00 2.426991e-05 
1.341412715595e+00 2.672170e-05 
1.342730615141e+00 2.939774e-05 
1.344048514687e+00 3.330270e-05 
1.345366414234e+00 3.660795e-05 
1.346684313780e+00 4.020999e-05 
1.348002213326e+00 4.413219e-05 
1.349320112872e+00 4.839941e-05 
1.350638012418e+00 5.303811e-05 
1.351955911964e+00 5.807638e-05 
1.353273811510e+00 6.354405e-05 
1.354591711056e+00 6.947272e-05 
1.355909610602e+00 7.694087e-05 
1.357227510149e+00 8.402634e-05 
1.358545409695e+00 9.169475e-05 
1.359863309241e+00 9.998724e-05 
1.361181208787e+00 1.089472e-04 
1.362499108333e+00 1.186206e-04 
1.363817007879e+00 1.290554e-04 
1.365134907425e+00 1.403024e-04 
1.366452806971e+00 1.524149e-04 
1.367770706517e+00 1.654489e-04 
1.369088606064e+00 1.794629e-04 
1.370406505610e+00 1.945182e-04 
1.371724405156e+00 2.106791e-04 
1.373042304702e+00 2.280124e-04 
1.374360204248e+00 2.465880e-04 
1.375678103794e+00 2.664788e-04 
1.376996003340e+00 2.877604e-04 
1.378313902886e+00 3.105114e-04 
1.379631802433e+00 3.348134e-04 
1.380949701979e+00 3.607511e-04 
1.382267601525e+00 3.884118e-04 
1.383585501071e+00 4.178861e-04 
1.384903400617e+00 4.492673e-04 
1.386221300163e+00 4.856406e-04 
1.387539199709e+00 5.225348e-04 
1.388857099255e+00 5.607804e-04 
1.390174998801e+00 6.013998e-04 
1.391492898348e+00 6.445070e-04 
1.392810797894e+00 6.912483e-04 
1.394128697440e+00 7.398165e-04 
1.395446596986e+00 7.912487e-04 
1.396764496532e+00 8.456731e-04 
1.398082396078e+00 9.032205e-04 
1.399400295624e+00 9.640247e-04 
1.400718195170e+00 1.028223e-03 
1.402036094716e+00 1.095953e-03 
1.403353994263e+00 1.167359e-03 
1.404671893809e+00 1.242585e-03 
1.405989793355e+00 1.321776e-03 
1.407307692901e+00 1.405083e-03 
1.408625592447e+00 1.493671e-03 
1.409943491993e+00 1.585793e-03 
1.411261391539e+00 1.683442e-03 
1.412579291085e+00 1.785020e-03 
1.413897190632e+00 1.891519e-03 
1.415215090178e+00 2.003103e-03 
1.416532989724e+00 2.119934e-03 
1.417850889270e+00 2.242178e-03 
1.419168788816e+00 2.370946e-03 
1.420486688362e+00 2.504636e-03 
1.421804587908e+00 2.644255e-03 
1.423122487454e+00 2.789974e-03 
1.424440387000e+00 2.942951e-03 
1.425758286547e+00 3.101507e-03 
1.427076186093e+00 3.266692e-03 
1.428394085639e+00 3.438679e-03 
1.429711985185e+00 3.618578e-03 
1.431029884731e+00 3.804813e-03 
1.432347784277e+00 3.999407e-03 
1.433665683823e+00 4.200629e-03 
1.434983583369e+00 4.410508e-03 
1.436301482915e+00 4.627448e-03 
1.437619382462e+00 4.852470e-03 
1.438937282008e+00 5.085755e-03 
1.440255181554e+00 5.328433e-03 
1.441573081100e+00 5.578911e-03 
1.442890980646e+00 5.839160e-03 
1.444208880192e+00 6.108530e-03 
1.445526779738e+00 6.387341e-03 
1.446844679284e+00 6.674653e-03 
1.448162578831e+00 6.972581e-03 
1.449480478377e+00 7.280423e-03 
1.450798377923e+00 7.597458e-03 
1.452116277469e+00 7.925747e-03 
1.453434177015e+00 8.264572e-03 
1.454752076561e+00 8.616216e-03 
1.456069976107e+00 8.979162e-03 
1.457387875653e+00 9.351698e-03 
1.458705775199e+00 9.735761e-03 
1.460023674746e+00 1.013169e-02 
1.461341574292e+00 1.053967e-02 
1.462659473838e+00 1.096004e-02 
1.463977373384e+00 1.139411e-02 
1.465295272930e+00 1.183917e-02 
1.466613172476e+00 1.229830e-02 
1.467931072022e+00 1.277000e-02 
1.469248971568e+00 1.325542e-02 
1.470566871114e+00 1.375583e-02 
1.471884770661e+00 1.426976e-02 
1.473202670207e+00 1.480248e-02 
1.474520569753e+00 1.534868e-02 
1.475838469299e+00 1.591065e-02 
1.477156368845e+00 1.648675e-02 
1.478474268391e+00 1.707918e-02 
1.479792167937e+00 1.769024e-02 
1.481110067483e+00 1.831975e-02 
1.482427967030e+00 1.896431e-02 
1.483745866576e+00 1.962906e-02 
1.485063766122e+00 2.031458e-02 
1.486381665668e+00 2.101686e-02 
1.487699565214e+00 2.173995e-02 
1.489017464760e+00 2.248160e-02 
1.490335364306e+00 2.324617e-02 
1.491653263852e+00 2.403045e-02 
1.492971163398e+00 2.483787e-02 
1.494289062945e+00 2.566915e-02 
1.495606962491e+00 2.652212e-02 
1.496924862037e+00 2.740124e-02 
1.498242761583e+00 2.830547e-02 
1.499560661129e+00 2.923449e-02 
1.500878560675e+00 3.019208e-02 
1.502196460221e+00 3.117718e-02 
1.503514359767e+00 3.218981e-02 
1.504832259313e+00 3.323346e-02 
1.506150158860e+00 3.430354e-02 
1.507468058406e+00 3.540536e-02 
1.508785957952e+00 3.654114e-02 
1.510103857498e+00 3.770994e-02 
1.511421757044e+00 3.891279e-02 
1.512739656590e+00 4.014988e-02 
1.514057556136e+00 4.142316e-02 
1.515375455682e+00 4.273271e-02 
1.516693355229e+00 4.408165e-02 
1.518011254775e+00 4.547027e-02 
1.519329154321e+00 4.690077e-02 
1.520647053867e+00 4.837062e-02 
