0.906, 0.205, 0.361
0.506, 0.897, 0.361
-0.536, 0.897, 0.361
-0.936, 0.205, 0.361
-0.936, -0.217, 0.361
-0.536, -0.909, 0.361
0.506, -0.909, 0.361
0.906, -0.217, 0.361
0.906, 0.205, 0.361
